"kingdom";"phylum";"class";"order";"family";"genus";"species";"speciesStatus";"allBarcodes";"ariseBarcodes";"otherBarcodes";"speciesOccurrenceStatus";"collected";"speciesLocality"
"Fungi";"Basidiomycota";"Agaricomycetes";"Auriculariales";"Exidiaceae";"Basidiodendron";"Basidiodendron trachysporum";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Auriculariales";"Exidiaceae";"Myxarium";"Myxarium varium";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Auriculariales";"[unassigned] Auriculariales";"Proterochaete";"Proterochaete adusta";"Priority";"0";"0";"0";"1b";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tricholomataceae";"Leucopaxillus";"Leucopaxillus rhodoleucus";"Wanted";"1";"0";"1";"0a";"0";"Norway"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Cortinariaceae";"Cortinarius";"Cortinarius acutispissipes";"Unwanted";"16";"4";"12";"0a";"1";"Canada; Netherlands; Norway; United State of America"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Cortinariaceae";"Cortinarius";"Cortinarius subbalaustinus";"Unwanted";"29";"10";"19";"1a";"0";"Belgium; Canada; Finland; Netherlands; Norway; Sweden; United State of America"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Cortinariaceae";"Cortinarius";"Cortinarius danicus";"Wanted";"2";"1";"1";"0a";"0";"Denmark; Netherlands"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Niaceae";"Peyronelina";"Peyronelina glomerulata";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"Entoloma ammophilum";"Wanted";"1";"1";"0";"0a";"0";"Netherlands"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"Entoloma ochromicaceum";"Wanted";"11";"0";"11";"0a";"0";"Italy; Norway"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"Entoloma isborscanum";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"Entoloma cornicolor";"Wanted";"4";"0";"4";"0a";"0";"Canada"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"Entoloma cyaneolilacinum";"Wanted";"7";"0";"7";"0a";"0";"Norway"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"Entoloma milthaleri";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"Entoloma venustum";"Wanted";"1";"0";"1";"0a";"0";"Norway"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"Entoloma verae";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"Entoloma riparium";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Entoloma";"Entoloma simulans";"Wanted";"1";"0";"1";"0a";"0";"Norway"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Clavariaceae";"Clavaria";"Clavaria flavostellifera";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Inocybaceae";"Inocybe";"Inocybe bellidiana";"Wanted";"2";"0";"2";"0a";"0";"Canada"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Inocybaceae";"Inocybe";"Inocybe nothomixtilis";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Crepidotaceae";"Simocybe";"Simocybe rhabarbarina";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Marasmiaceae";"Hydropus";"Hydropus pseudotenax";"Wanted";"2";"0";"2";"0a";"0";"United State of America"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hygrophoraceae";"Hygrocybe";"Hygrocybe turunda";"Wanted";"12";"0";"12";"0a";"0";"Austria; Canada; Hungary; Norway; United State of America"
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pterulaceae";"Lepidomyces";"Lepidomyces larssonii";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pterulaceae";"Coronicium";"Coronicium gemmiferum";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Chromocyphellaceae";"Chromocyphella";"Chromocyphella lamellata";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Cyphellaceae";"Incrustocalyptella";"Incrustocalyptella columbiana";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Rickenellaceae";"Peniophorella";"Peniophorella guttulifera";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Hymenochaetaceae";"Phellinus";"Phellinus rhamni";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Thelephorales";"Thelephoraceae";"Tomentella";"Tomentella ramosissima";"Wanted";"1";"0";"1";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricomycetes";"Sebacinales";"Sebacinaceae";"Sebacina";"Sebacina dimitica";"Wanted";"1";"0";"1";"0a";"0";"Unrecoverable"
"Fungi";"Basidiomycota";"Pucciniomycetes";"Pucciniales";"Pucciniaceae";"Puccinia";"Puccinia cribrata";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Pucciniomycetes";"Pucciniales";"Pucciniaceae";"Puccinia";"Puccinia galii-verni";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Pucciniomycetes";"Pucciniales";"Pucciniaceae";"Puccinia";"Puccinia calthicola";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Pucciniomycetes";"Pucciniales";"Pucciniaceae";"Uromyces";"Uromyces transversalis";"Wanted";"5";"0";"5";"1b";"0";"Australia; South Africa"
"Fungi";"Basidiomycota";"Pucciniomycetes";"Pucciniales";"Pucciniaceae";"Uromyces";"Uromyces gageae";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Pucciniomycetes";"Pucciniales";"Pucciniastraceae";"Melampsoridium";"Melampsoridium carpini";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Pucciniomycetes";"Pucciniales";"";"Aecidium";"Aecidium geranii";"Priority";"0";"0";"0";"1a";"0";""
"Fungi";"Basidiomycota";"Ustilaginomycetes";"Urocystidales";"Floromycetaceae";"Antherospora";"Antherospora scillae";"Wanted";"1";"0";"1";"0a";"0";"Germany"
"Fungi";"Basidiomycota";"Ustilaginomycetes";"Ustilaginales";"Ustilaginaceae";"Ustilago";"Ustilago syntherismae";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Ustilaginomycetes";"Ustilaginales";"Ustilaginaceae";"Moesziomyces";"Moesziomyces bullatus";"Wanted";"6";"0";"6";"0a";"0";"China; Lithuania; Nigeria; Unrecoverable"
"Fungi";"Basidiomycota";"Microbotryomycetes";"Microbotryales";"Microbotryaceae";"Microbotryum";"Microbotryum stellariae";"Wanted";"3";"0";"3";"0a";"0";"Germany; Netherlands"
"Fungi";"Basidiomycota";"Microbotryomycetes";"Microbotryales";"Microbotryaceae";"Microbotryum";"Microbotryum cordae";"Wanted";"1";"0";"1";"0a";"0";""
"Fungi";"Basidiomycota";"Dacrymycetes";"Dacrymycetales";"Dacrymycetaceae";"Cerinomyces";"Cerinomyces lipoferus";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Atractiellomycetes";"Atractiellales";"Phleogenaceae";"Bourdotigloea";"Bourdotigloea grisea";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Exobasidiomycetes";"Entylomatales";"Entylomataceae";"Entyloma";"Entyloma eryngii";"Wanted";"0";"0";"0";"0a";"0";""
"Fungi";"Basidiomycota";"Agaricostilbomycetes";"Spiculogloeales";"Spiculogloeaceae";"Mycogloea";"Mycogloea macrospora";"Wanted";"0";"0";"0";"0a";"0";""
"Amoebozoa";"Myxomycota";"Myxomycetes";"Trichiales";"Dianemataceae";"Dianema";"Dianema repens";"Wanted";"0";"0";"0";"0a";"0";""
"Amoebozoa";"Myxomycota";"Myxomycetes";"Trichiales";"Trichiaceae";"Trichia";"Trichia crateriformis";"Priority";"0";"0";"0";"1b";"0";""
"Amoebozoa";"Myxomycota";"Myxomycetes";"Trichiales";"Trichiaceae";"Perichaena";"Perichaena quadrata";"Priority";"0";"0";"0";"1b";"0";""
"Amoebozoa";"Myxomycota";"Myxomycetes";"Trichiales";"Arcyriaceae";"Arcyria";"Arcyria magna";"Priority";"0";"0";"0";"1b";"0";""
"Amoebozoa";"Myxomycota";"Myxomycetes";"Stemonitales";"Stemonitidaceae";"Comatricha";"Comatricha subalpina";"Priority";"0";"0";"0";"1b";"0";""
"Amoebozoa";"Myxomycota";"Myxomycetes";"Stemonitales";"Stemonitidaceae";"Comatricha";"Comatricha meandrispora";"Priority";"0";"0";"0";"1b";"0";""
"Amoebozoa";"Myxomycota";"Myxomycetes";"Liceales";"Liceaceae";"Licea";"Licea microscopica";"Priority";"0";"0";"0";"1b";"0";""
"Amoebozoa";"Myxomycota";"Myxomycetes";"Liceales";"Liceaceae";"Licea";"Licea denudescens";"Priority";"0";"0";"0";"1b";"0";""
"Amoebozoa";"Myxomycota";"Myxomycetes";"Liceales";"Liceaceae";"Licea";"Licea nannengae";"Priority";"0";"0";"0";"1b";"0";""
"Amoebozoa";"Myxomycota";"Myxomycetes";"Physarales";"Physaraceae";"Physarum";"Physarum degawae";"Priority";"0";"0";"0";"1b";"0";""
"Amoebozoa";"Myxomycota";"Myxomycetes";"Physarales";"Didymiaceae";"Diderma";"Diderma spinispora";"Priority";"0";"0";"0";"1b";"0";""
"Animalia";"Arthropoda";"Hexapoda";"Lepidoptera";"Elachistidae";"Elachista";"Elachista lastrella";"Wanted";"13";"0";"13";"1b";"0";"France; Germany"
"Chromista";"Oomycota";"Oomycetes";"Peronosporales";"Peronosporaceae";"Phytophthora";"Phytophthora rubi";"Wanted";"3";"0";"3";"1a";"0";"Sweden; United Kingdom; United State of America"
"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Trinchesiidae";"Catriona";"Catriona aurantia";"Unwanted";"18";"8";"10";"1a";"4";"Netherlands; Norway; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Coryphellidae";"Microchlamylla";"Microchlamylla gracilis";"Unwanted";"51";"6";"45";"1a";"9";"Netherlands; Norway; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Coryphellidae";"Coryphella";"Coryphella browni";"Unwanted";"0";"0";"0";"";"3";""
"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Coryphellidae";"Fjordia";"Fjordia lineata";"Unwanted";"41";"14";"27";"1b";"7";"Italy; Netherlands; Norway; Spain; Sweden; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Coryphellidae";"Coryphella";"Coryphella rufibranchialis";"Unwanted";"0";"0";"0";"";"3";""
"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Coryphellidae";"Coryphella";"Coryphella chriskaugei";"Wanted";"0";"0";"0";"";"1";""
"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Trinchesiidae";"Trinchesia";"Trinchesia cuanensis";"Unwanted";"26";"16";"10";"1a";"5";"Netherlands; Norway; Spain; Unknown"
"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Eubranchidae";"Amphorina";"Amphorina andra";"Unwanted";"0";"0";"0";"";"3";""
"Animalia";"Mollusca";"Gastropoda";"Nudibranchia";"Dendronotidae";"Dendronotus";"Dendronotus keatleyae";"Wanted";"0";"0";"0";"1a";"1";""
"Animalia";"Mollusca";"Gastropoda";"Architaenioglossa";"Ampullariidae";"Marisa";"Marisa cornuarietis";"Wanted";"14";"0";"14";"2";"0";"Austria; Singapore; Unrecoverable"
"Animalia";"Arthropoda";"Arachnida";"Araneae";"Dictynidae";"Brigittea";"Brigittea latens";"Unwanted";"13";"0";"13";"1a";"1";"Argentina; Bulgaria; Germany; Turkiye; United Kingdom"
"Animalia";"Arthropoda";"Arachnida";"Araneae";"Dictynidae";"Brigittea";"Brigittea civica";"Wanted";"25";"0";"25";"1a";"0";"Austria; Bulgaria; Germany; Portugal; Slovenia; Turkiye; Unrecoverable"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Tarsonemidae";"Steneotarsonemus";"Steneotarsonemus ananas";"Priority";"0";"0";"0";"2b";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Tarsonemidae";"Polyphagotarsonemus";"Polyphagotarsonemus latus";"Wanted";"7";"0";"7";"2b";"0";"India; Mexico"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Eriophyidae";"Eriophyes";"Eriophyes canestrinii";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Phytoptidae";"Oziella";"Oziella yuccae";"Wanted";"1";"0";"1";"2";"0";"Unrecoverable"
"Animalia";"Arthropoda";"Arachnida";"Trombidiformes";"Siteroptidae";"Siteroptoides";"Siteroptoides mesembrinae";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Hexapoda";"Hymenoptera";"Halictidae";"Lasioglossum";"Lasioglossum marginatum";"Wanted";"45";"0";"45";"1b";"0";"Austria; Croatia; France; Germany; Greece; India; Italy; Lebanon; Spain; Ukraine"
"Animalia";"Arthropoda";"Hexapoda";"Hymenoptera";"Trichogrammatidae";"Oligosita";"Oligosita foersteri";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Hexapoda";"Hymenoptera";"Trichogrammatidae";"Oligosita";"Oligosita subfasciata";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Hexapoda";"Hymenoptera";"Trichogrammatidae";"Pseudoligosita";"Pseudoligosita gracilior";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Hexapoda";"Hymenoptera";"Trichogrammatidae";"Tumidiclava";"Tumidiclava bimaculata";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Hexapoda";"Hymenoptera";"Trichogrammatidae";"Uscana";"Uscana fumipennis";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Hexapoda";"Hymenoptera";"Trichogrammatidae";"Lathromeris";"Lathromeris polonica";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Hexapoda";"Hymenoptera";"Chrysididae";"Chrysura";"Chrysura hirsuta";"Wanted";"12";"0";"12";"1b";"0";"Bulgaria; Finland; France; Germany; Italy; Norway"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Argyra";"Argyra discedens";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Medetera";"Medetera parenti";"Wanted";"1";"0";"1";"1a";"0";"Unrecoverable"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Medetera";"Medetera belgica";"Unwanted";"107";"5";"102";"1a";"0";"Belarus; Finland; France; Germany; Lebanon; Netherlands; Norway; Sweden; United Kingdom; Unrecoverable"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Medetera";"Medetera signaticornis";"Wanted";"121";"0";"121";"1a";"0";"Canada; Finland; Sweden; Unrecoverable"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Medetera";"Medetera feminina";"Unwanted";"5";"3";"2";"1a";"0";"Netherlands; Unrecoverable"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Medetera";"Medetera peloria";"Wanted";"4";"0";"4";"1a";"0";"Czechia; Germany; Norway; United Kingdom"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Medetera";"Medetera setiventris";"Wanted";"5";"0";"5";"1a";"0";"Finland; Norway; Sweden"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Medetera";"Medetera caeruleifacies";"Wanted";"1";"0";"1";"1a";"0";"Netherlands"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Medetera";"Medetera lorea";"Unwanted";"31";"6";"25";"1a";"0";"Belarus; France; Netherlands; Russia; Unrecoverable"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Medetera";"Medetera mixta";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Medetera";"Medetera takagii";"Wanted";"0";"0";"0";"3b";"1";""
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Thrypticus";"Thrypticus bellus";"Wanted";"2";"0";"2";"1a";"0";"Finland; Netherlands"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Thrypticus";"Thrypticus atomus";"Unwanted";"6";"4";"2";"1a";"0";"Finland; Netherlands"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Thrypticus";"Thrypticus laetus";"Wanted";"1";"0";"1";"1a";"0";"Finland"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Thrypticus";"Thrypticus tarsalis";"Wanted";"4";"0";"4";"1a";"0";"Bulgaria; Finland; Netherlands"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Thrypticus";"Thrypticus viridis";"Wanted";"1";"0";"1";"1a";"0";"United Kingdom"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Campsicnemus";"Campsicnemus simplicissimus";"Unwanted";"3";"2";"1";"1a";"0";"Belgium; Netherlands"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Dolichopus";"Dolichopus cilifemoratus";"Unwanted";"5";"2";"3";"1a";"0";"Germany; Netherlands; Norway"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Dolichopus";"Dolichopus punctum";"Wanted";"4";"0";"4";"1a";"0";"Finland"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Achalcus";"Achalcus thalhammeri";"Wanted";"2";"1";"1";"1a";"0";"Netherlands; United Kingdom"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Syntormon";"Syntormon tarsatum";"Wanted";"2";"0";"2";"1a";"0";"Finland; Norway"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Rhaphium";"Rhaphium albifrons";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Systenus";"Systenus scholtzii";"Priority";"0";"0";"0";"1a";"0";""
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Lamprochromus";"Lamprochromus semiflavus";"Wanted";"1";"0";"1";"1a";"1";""
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Dolichopodidae";"Chrysotus";"Chrysotus longipalpus";"Wanted";"0";"0";"0";"2";"0";""
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Dasysyrphus";"Dasysyrphus neovenustus";"Unwanted";"4";"0";"4";"1a";"3";"Poland"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Xanthogramma";"Xanthogramma laetum";"Unwanted";"10";"2";"8";"1a";"0";"China; France; Germany; Netherlands; Russia"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Cheilosia";"Cheilosia luteicornis";"Unwanted";"19";"2";"17";"1a";"0";"Finland; Germany; Netherlands; Norway; Serbia; Sweden; Switzerland"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Sericomyia";"Sericomyia superbiens";"Wanted";"33";"0";"33";"1a";"0";"Canada; France; Germany; Norway; Poland; Svalbard and Jan Mayen; United Kingdom"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Sericomyia";"Sericomyia bombiformis";"Unwanted";"14";"0";"14";"1a";"1";"Austria; France; Germany; Norway; Poland"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Pelecocera";"Pelecocera scaevoides";"Wanted";"38";"0";"38";"1a";"0";"Austria; Finland; France; Germany; Lebanon; Mongolia; Norway; Ukraine"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Pelecocera";"Pelecocera lusitanica";"Unwanted";"11";"3";"8";"1a";"0";"Finland; France; Netherlands; Poland; Unknown"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Pelecocera";"Pelecocera caledonica";"Wanted";"6";"0";"6";"1b";"0";"Finland; Norway"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Parasyrphus";"Parasyrphus relictus";"Wanted";"75";"0";"75";"1a";"0";"Austria; Canada; Finland; France; Germany; Norway; Russia; United State of America"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Parasyrphus";"Parasyrphus lineola";"Unwanted";"24";"2";"22";"1a";"0";"Austria; Finland; France; Germany; Italy; Netherlands; Norway"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Paragus";"Paragus testaceus";"Wanted";"147";"0";"147";"1a";"0";"Austria; Bulgaria; France; Georgia; Germany; Israel; Italy; Kazakhstan; Lebanon; Montenegro; Norway; Pakistan; Portugal; Ukraine"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Merodon";"Merodon moenium";"Wanted";"63";"0";"63";"2c";"0";"Austria; Croatia; France; Germany; Greece; Italy; Montenegro; Morocco; North Macedonia; Poland; Serbia; Slovakia; Spain; Turkiye"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Fagisyrphus";"Fagisyrphus cinctus";"Unwanted";"30";"6";"24";"1a";"0";"Czechia; Denmark; Georgia; Germany; Netherlands; Norway; Poland; United Kingdom"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Neocnemodon";"Neocnemodon vitripennis";"Unwanted";"18";"2";"16";"1a";"0";"Bulgaria; Canada; China; Finland; France; Germany; Netherlands; Norway; Poland; Russia; Sweden; United State of America"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Neocnemodon";"Neocnemodon verrucula";"Wanted";"2";"0";"2";"1a";"0";"Norway; Sweden"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Neocnemodon";"Neocnemodon pubescens";"Unwanted";"21";"5";"16";"1a";"0";"Finland; France; Germany; Netherlands; Norway; Poland; Sweden"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Neocnemodon";"Neocnemodon latitarsis";"Unwanted";"7";"1";"6";"1a";"0";"France; Montenegro; Netherlands; Norway; Poland; Unrecoverable"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Neocnemodon";"Neocnemodon brevidens";"Unwanted";"5";"1";"4";"1a";"0";"Austria; France; Greece; Netherlands"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Lapposyrphus";"Lapposyrphus lapponicus";"Unwanted";"124";"5";"119";"1a";"0";"Austria; Canada; Finland; France; Germany; Italy; Netherlands; Norway; Poland; Russia; Slovenia; United State of America"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Matsumyia";"Matsumyia berberina";"Unwanted";"31";"6";"25";"1a";"0";"Austria; France; Georgia; Germany; Netherlands; Poland; Slovenia; United Kingdom"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Chrysotoxum";"Chrysotoxum lessonae";"Wanted";"8";"0";"8";"1b";"0";"Austria; Georgia; Poland"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Syrphidae";"Chalcosyrphus";"Chalcosyrphus femoratus";"Wanted";"3";"0";"3";"1a";"0";"Germany; Russia"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Tephritidae";"Tephritis";"Tephritis divisa";"Unwanted";"6";"4";"2";"1a";"0";"France; Italy; Spain"
"Animalia";"Arthropoda";"Hexapoda";"Diptera";"Tephritidae";"Euleia";"Euleia rotundiventris";"Unwanted";"7";"1";"6";"1a";"0";"Aland; Finland; Germany; Netherlands"
"Animalia";"Arthropoda";"Hexapoda";"Ephemeroptera";"Heptageniidae";"Rhithrogena";"Rhithrogena beskidensis";"Unwanted";"26";"2";"24";"1a";"0";"Belgium; France; Germany; Slovakia"
"Animalia";"Arthropoda";"Hexapoda";"Ephemeroptera";"Heptageniidae";"Heptagenia";"Heptagenia fuscogrisea";"Unwanted";"20";"2";"18";"1a";"0";"Finland; France; Germany; Norway; Sweden; United Kingdom"
"Animalia";"Arthropoda";"Hexapoda";"Ephemeroptera";"Baetidae";"Raptobaetopus";"Raptobaetopus tenellus";"Wanted";"7";"0";"7";"1a";"0";"Slovakia"
"Animalia";"Arthropoda";"Hexapoda";"Hemiptera";"Ricaniidae";"Pochazia";"Pochazia shantungensis";"Wanted";"78";"0";"78";"2d";"0";"China; Croatia; South Korea; Turkiye; Unrecoverable"
"Animalia";"Arthropoda";"Hexapoda";"Hemiptera";"Acanaloniidae";"Acanalonia";"Acanalonia conica";"Wanted";"149";"0";"149";"2d";"0";"Bulgaria; Canada; France; United State of America"
"Animalia";"Arthropoda";"Hexapoda";"Coleoptera";"Cerambycidae";"Saperda";"Saperda perforata";"Wanted";"12";"0";"12";"1b";"0";"Finland; France"
"Animalia";"Arthropoda";"Hexapoda";"Coleoptera";"Cerambycidae";"Callichroma";"Callichroma velutinum";"Wanted";"0";"0";"0";"2d";"0";""
"Animalia";"Arthropoda";"Hexapoda";"Coleoptera";"Coccinellidae";"Rhyzobius";"Rhyzobius forestieri";"Wanted";"6";"0";"6";"2c";"0";"New Zealand; United Kingdom"
"Animalia";"Arthropoda";"Hexapoda";"Coleoptera";"Scarabaeidae";"Pachnoda";"Pachnoda marginata";"Wanted";"2";"0";"2";"2d";"0";"Ivory Coast"
"Animalia";"Arthropoda";"Hexapoda";"Mantodea";"Eremiaphilidae";"Iris";"Iris oratoria";"Wanted";"18";"0";"18";"2d";"0";"France; Lebanon; North Macedonia; Portugal; United State of America; Unspecified country"
"Animalia";"Arthropoda";"Hexapoda";"Neuroptera";"Sisyridae";"Sisyra";"Sisyra iridipennis";"Priority";"0";"0";"0";"1b";"0";""
"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Alpheidae";"Alpheus";"Alpheus macrocheles";"Wanted";"4";"0";"4";"1b";"0";"Portugal"
"Animalia";"Arthropoda";"Malacostraca";"Decapoda";"Epialtidae";"Pisa";"Pisa armata";"Wanted";"11";"0";"11";"1b";"0";"Atlantic Ocean; Unrecoverable; Unspecified country"
